57,69,225,31
55,64,225,30
53,59,225,29
51,53,225,28
49,47,225,26
48,41,225,25
45,35,225,24
44,30,225,22
42,25,225,21
40,19,225,19
37,13,225,18

20,134,0,19
22,130,0,20
24,124,0,22
26,119,0,23
28,113,0,24
31,107,0,25
33,102,0,26
35,95,0,27
37,90,0,27
39,84,0,28
42,79,0,28
44,73,0,28
46,67,0,28
48,61,0,28
50,56,0,28
53,49,0,27
55,44,0,27
57,38,0,26
59,32,0,25
61,27,0,24
59,22,0,23
48,16,0,22
36,11,0,20

34,168,135,22
40,164,135,24
48,158,135,25
56,152,135,27
63,148,135,28
71,143,135,29
79,138,135,30
86,133,135,31
93,127,135,32
89,122,135,33
85,117,135,33
83,112,135,33
78,107,135,33
75,102,135,33
71,96,135,33
68,91,135,32
64,85,135,32
61,80,135,31
57,75,135,30
54,69,135,28
50,63,135,27
47,57,135,26
43,52,135,24
40,46,135,23
36,41,135,21
33,35,135,20
30,30,135,18
26,24,135,17
22,19,135,15
18,13,135,14

14,149,270,15
15,145,270,16
16,139,270,17
17,133,270,18
18,127,270,20
19,122,270,20
19,116,270,21
20,109,270,22
21,104,270,23
21,98,270,23
22,92,270,24
23,87,270,24
24,80,270,24
25,75,270,24
25,69,270,24
26,63,270,24
27,57,270,24
28,52,270,23
29,46,270,23
30,40,270,22
31,34,270,21
32,28,270,20
33,23,270,19
33,17,270,18
34,11,270,17

27,170,45,19
30,168,45,20
36,161,45,22
42,156,45,23
47,151,45,25
52,145,45,26
56,141,45,28
63,136,45,29
68,130,45,30
73,126,45,31
79,121,45,32
84,115,45,33
90,111,45,33
95,104,45,33
99,99,45,34
99,94,45,33
94,89,45,33
89,83,45,33
83,78,45,33
78,73,45,32
72,68,45,31
67,63,45,30
61,58,45,29
56,53,45,27
51,48,45,26
45,43,45,24
41,37,45,23
36,32,45,21
30,27,45,20
25,22,45,18
19,17,45,16
14,12,45,15

27,155,180,16
27,151,180,17
28,144,180,19
28,139,180,20
28,133,180,21
28,127,180,22
28,121,180,23
28,116,180,24
29,109,180,24
29,104,180,25
29,97,180,25
30,92,180,26
30,86,180,26
30,79,180,26
31,75,180,26
31,69,180,26
31,62,180,25
31,57,180,25
32,51,180,24
32,45,180,23
32,40,180,22
33,34,180,21
33,28,180,20
33,22,180,19
34,16,180,18
35,10,180,17

25,164,315,19
29,160,315,20
34,155,315,22
39,148,315,23
44,145,315,25
49,139,315,26
54,134,315,28
60,130,315,29
65,124,315,30
70,119,315,31
74,113,315,32
78,107,315,33
83,102,315,33
88,97,315,33
93,91,315,33
97,85,315,33
93,79,315,33
87,73,315,33
81,69,315,32
75,62,315,31
69,58,315,30
62,53,315,29
57,47,315,28
50,43,315,26
44,37,315,25
38,32,315,23
33,27,315,22
27,22,315,20
21,17,315,19
16,11,315,17

43,154,90,19
44,150,90,20
45,143,90,22
45,139,90,23
46,132,90,25
47,127,90,26
48,121,90,27
49,115,90,28
50,109,90,29
50,103,90,30
52,97,90,30
52,92,90,31
53,85,90,31
54,80,90,31
55,73,90,31
56,68,90,31
57,62,90,31
58,56,90,30
60,51,90,29
60,45,90,28
62,39,90,27
63,33,90,26
63,28,90,25
65,21,90,23
66,16,90,22
60,10,90,21

35,167,225,23
42,163,225,24
50,157,225,25
57,153,225,27
65,147,225,28
72,141,225,29
78,135,225,30
87,130,225,31
91,125,225,32
87,121,225,33
84,116,225,33
80,112,225,33
76,106,225,33
72,99,225,33
69,94,225,33
65,88,225,32
62,83,225,31
59,78,225,30
56,73,225,29
52,68,225,28
49,62,225,27
45,57,225,26
41,51,225,24
38,46,225,23
35,41,225,21
31,35,225,19
27,29,225,18
24,24,225,16
21,18,225,15
17,13,225,14

16,152,0,15
16,146,0,16
18,141,0,18
19,135,0,19
21,130,0,20
22,123,0,21
24,118,0,22
25,113,0,23
27,106,0,24
28,101,0,25
29,95,0,26
31,90,0,26
33,84,0,27
34,78,0,27
36,73,0,27
36,67,0,27
39,61,0,27
41,56,0,26
42,50,0,26
44,44,0,25
46,39,0,25
47,34,0,24
49,28,0,23
51,22,0,22
53,17,0,21
45,11,0,19

36,171,135,22
42,167,135,23
50,162,135,25
57,157,135,26
64,152,135,28
70,147,135,29
77,143,135,30
85,137,135,31
93,130,135,32
101,124,135,33
98,118,135,33
93,110,135,33
89,105,135,34
86,99,135,34
82,94,135,33
80,89,135,33
76,84,135,33
73,78,135,32
69,73,135,31
66,67,135,30
62,61,135,29
59,55,135,28
56,50,135,26
52,44,135,25
48,38,135,23
45,33,135,22
42,27,135,20
39,21,135,19
35,16,135,17
33,11,135,16

12,136,270,17
13,132,270,18
13,126,270,19
14,120,270,20
15,114,270,20
16,109,270,21
17,103,270,22
18,97,270,22
19,92,270,23
19,86,270,23
20,80,270,23
21,74,270,23
22,68,270,23
23,62,270,23
24,57,270,23
25,51,270,22
25,45,270,22
27,39,270,21
28,34,270,20
29,28,270,19
30,22,270,19
31,17,270,18
32,11,270,17

26,175,45,19
30,171,45,20
36,165,45,22
41,159,45,23
47,154,45,25
52,148,45,26
58,144,45,28
64,141,45,29
69,136,45,30
75,132,45,31
81,127,45,32
87,121,45,33
92,116,45,33
97,110,45,33
103,105,45,34
100,101,45,34
95,95,45,33
89,89,45,33
85,85,45,33
79,80,45,32
74,75,45,31
68,71,45,30
63,67,45,29
58,63,45,28
53,57,45,26
49,53,45,25
44,47,45,23
39,41,45,22
35,37,45,20
31,31,45,19
26,26,45,17
21,21,45,15
10,0,45,14

13,158,180,13
13,153,180,14
13,143,180,15
13,134,180,16
13,133,180,17
13,128,180,18
13,124,180,19
13,118,180,19
13,112,180,20
13,106,180,21
13,100,180,21
13,95,180,21
13,89,180,22
14,82,180,22
14,77,180,22
14,71,180,21
14,65,180,21
14,60,180,21
14,54,180,20
14,48,180,19
14,42,180,19
15,36,180,18
15,31,180,17
16,25,180,16
16,19,180,15
16,13,180,14

28,188,315,16
33,184,315,18
38,179,315,19
42,175,315,21
48,169,315,23
53,163,315,24
57,159,315,26
63,153,315,27
68,147,315,29
72,141,315,30
77,135,315,31
82,129,315,32
86,125,315,33
92,119,315,33
96,113,315,34
101,109,315,34
106,103,315,34
110,96,315,34
105,92,315,34
100,86,315,33
93,81,315,33
88,76,315,32
81,71,315,31
76,66,315,30
69,60,315,29
64,55,315,27
58,50,315,26
52,45,315,24
47,39,315,23
41,34,315,21
36,28,315,19
30,23,315,18
24,17,315,16
18,12,315,15

25,153,90,16
25,149,90,17
25,143,90,19
25,137,90,20
26,131,90,21
26,125,90,22
27,119,90,23
27,114,90,24
27,107,90,24
28,102,90,25
28,96,90,25
28,90,90,25
28,85,90,26
29,78,90,26
29,73,90,25
29,67,90,25
30,61,90,25
30,56,90,24
30,49,90,23
30,44,90,23
31,38,90,22
31,32,90,21
31,26,90,20
32,21,90,18
31,15,90,17

28,161,225,19
32,157,225,21
37,152,225,22
41,149,225,24
46,144,225,25
51,137,225,27
55,132,225,28
60,126,225,29
65,122,225,31
70,116,225,31
74,112,225,32
79,106,225,33
84,100,225,33
89,96,225,33
93,89,225,33
98,85,225,33
93,80,225,33
86,75,225,33
80,70,225,32
74,65,225,31
68,59,225,30
63,54,225,29
56,49,225,28
51,43,225,26
45,39,225,25
39,34,225,23
33,28,225,22
27,23,225,20
22,18,225,19
16,12,225,17

41,155,0,19
41,149,0,20
41,144,0,21
42,138,0,23
42,132,0,24
43,126,0,25
43,120,0,26
43,115,0,27
43,109,0,28
44,103,0,29
44,97,0,29
45,91,0,30
46,85,0,30
46,78,0,30
47,73,0,30
46,68,0,29
47,61,0,29
48,56,0,28
47,50,0,27
48,44,0,26
49,38,0,25
49,32,0,24
49,26,0,23
50,21,0,21
50,15,0,20

43,166,135,22
51,160,135,24
59,155,135,25
68,149,135,27
76,143,135,28
83,138,135,30
91,133,135,31
99,127,135,32
106,121,135,33
105,116,135,33
102,110,135,34
99,105,135,34
95,100,135,34
92,93,135,34
87,88,135,34
85,82,135,33
81,77,135,33
78,71,135,32
74,65,135,31
71,59,135,30
67,54,135,29
64,47,135,27
60,42,135,26
57,37,135,24
53,31,135,23
51,26,135,21
47,20,135,20
44,15,135,18

19,130,270,20
21,124,270,21
23,120,270,22
25,113,270,23
27,109,270,24
29,102,270,25
31,97,270,26
33,91,270,27
36,85,270,27
38,80,270,27
39,75,270,28
42,69,270,28
45,64,270,28
47,58,270,28
49,53,270,27
52,48,270,27
54,42,270,26
56,36,270,25
59,31,270,24
61,25,270,23
50,20,270,22
39,15,270,21

39,170,45,23
44,160,45,24
51,157,45,26
59,153,45,27
66,146,45,29
73,142,45,30
81,136,45,31
88,131,45,32
94,127,45,32
91,121,45,33
87,116,45,33
84,112,45,33
80,106,45,33
76,101,45,33
73,96,45,33
68,90,45,32
65,84,45,31
61,79,45,30
58,74,45,29
54,68,45,28
50,62,45,27
46,57,45,25
43,52,45,24
39,46,45,23
36,41,45,21
32,35,45,19
28,30,45,18
24,24,45,16
21,19,45,15
17,14,45,13

14,151,180,15
15,147,180,16
16,140,180,17
16,135,180,18
17,128,180,19
18,123,180,20
18,116,180,21
19,111,180,22
19,106,180,22
20,100,180,23
21,94,180,23
21,87,180,24
22,82,180,24
22,77,180,24
22,70,180,24
23,65,180,23
23,59,180,23
24,53,180,22
24,47,180,22
24,42,180,21
25,36,180,20
25,30,180,19
25,24,180,18
25,18,180,17
26,12,180,16

29,180,315,18
33,174,315,19
38,168,315,21
43,161,315,23
47,157,315,24
53,151,315,26
58,145,315,27
62,141,315,29
68,136,315,30
73,131,315,31
79,127,315,32
84,122,315,33
90,117,315,33
95,113,315,33
101,107,315,34
105,102,315,34
102,97,315,34
96,92,315,33
90,88,315,33
86,83,315,33
79,78,315,32
75,72,315,31
69,68,315,30
64,63,315,28
58,59,315,27
53,54,315,26
48,49,315,24
44,44,315,22
38,39,315,21
27,0,315,19

27,145,90,19
27,139,90,19
26,134,90,20
26,127,90,21
25,123,90,22
25,116,90,23
24,111,90,23
24,104,90,24
23,99,90,24
23,93,90,24
22,87,90,24
22,81,90,24
21,76,90,24
21,69,90,23
21,64,90,23
20,58,90,22
19,52,90,21
19,46,90,20
19,41,90,19
18,35,90,18
18,29,90,17
17,24,90,16
17,17,90,15
16,12,90,14

18,154,225,16
20,151,225,17
22,144,225,18
24,139,225,20
27,133,225,21
29,128,225,23
31,121,225,24
34,117,225,25
36,110,225,26
38,105,225,27
41,99,225,28
43,93,225,29
44,88,225,29
47,82,225,30
49,77,225,30
51,70,225,30
54,65,225,30
55,60,225,29
58,54,225,29
61,48,225,28
63,43,225,28
66,38,225,27
68,32,225,26
62,27,225,25
51,21,225,23
40,15,225,22

59,154,0,24
69,149,0,26
80,144,0,27
92,138,0,28
97,132,0,30
95,126,0,31
92,121,0,32
91,115,0,33
88,109,0,33
86,104,0,33
84,98,0,34
82,94,0,34
80,88,0,34
77,83,0,33
75,77,0,33
73,71,0,33
70,65,0,32
68,60,0,31
64,54,0,30
63,49,0,28
61,43,0,27
57,37,0,25
56,32,0,24
53,26,0,22
51,21,0,21
48,15,0,19

19,122,135,21
21,118,135,22
23,111,135,23
25,106,135,24
26,101,135,25
28,94,135,25
30,89,135,26
31,84,135,26
34,78,135,27
36,73,135,27
38,67,135,27
40,61,135,27
41,56,135,26
43,50,135,26
45,44,135,25
47,38,135,25
49,33,135,24
50,26,135,23
52,21,135,22
54,16,135,21
41,10,135,19

28,162,270,21
34,158,270,23
41,151,270,24
47,147,270,26
53,141,270,27
59,136,270,28
66,130,270,30
71,125,270,31
77,120,270,31
82,111,270,32
86,106,270,33
93,100,270,33
91,94,270,33
86,89,270,33
81,83,270,33
76,79,270,32
71,73,270,32
66,69,270,31
61,63,270,30
57,59,270,29
52,53,270,28
47,48,270,26
42,43,270,25
38,37,270,23
33,32,270,22
28,27,270,20
23,22,270,19
19,17,270,17
13,12,270,16

35,156,45,18
35,150,45,19
35,145,45,20
35,138,45,21
35,133,45,23
36,127,45,24
36,122,45,25
37,115,45,26
36,110,45,26
37,104,45,27
37,98,45,27
37,91,45,28
38,86,45,28
37,81,45,28
38,75,45,28
38,69,45,27
38,63,45,27
39,57,45,26
39,51,45,26
39,46,45,25
39,39,45,24
39,34,45,23
39,28,45,21
40,22,45,20
39,16,45,19
40,11,45,18

27,168,180,20
32,164,180,21
38,159,180,23
43,153,180,24
48,148,180,26
54,142,180,27
59,137,180,29
64,131,180,30
69,125,180,31
74,119,180,32
79,113,180,32
83,107,180,33
88,101,180,33
93,95,180,33
97,91,180,33
92,86,180,33
86,81,180,33
81,76,180,32
75,70,180,32
69,65,180,31
64,60,180,30
59,54,180,28
54,49,180,27
48,43,180,26
43,38,180,24
38,33,180,23
32,27,180,21
26,22,180,20
21,17,180,18
15,12,180,17

36,130,315,18
36,127,315,19
34,122,315,20
33,115,315,21
32,111,315,22
31,110,315,22
29,108,315,23
29,106,315,24
28,104,315,24
27,99,315,24
26,97,315,24
24,93,315,24
23,87,315,24
23,82,315,24
22,75,315,24
21,70,315,23
20,64,315,22
19,58,315,22
18,52,315,21
17,47,315,20
16,41,315,19
15,35,315,18
14,29,315,17
13,23,315,15
12,18,315,14
11,12,315,13

23,174,90,15
26,169,90,17
30,165,90,18
34,158,90,20
37,154,90,21
41,148,90,23
44,143,90,24
48,137,90,26
52,131,90,27
55,126,90,29
59,120,90,30
63,115,90,31
67,109,90,32
70,105,90,33
75,99,90,33
77,94,90,33
82,88,90,33
84,82,90,33
88,77,90,33
92,71,90,33
96,66,90,32
0,61,90,32
73,48,90,29
65,43,90,28
58,38,90,27
50,33,90,25
43,27,90,24
36,22,90,22
29,16,90,21
21,11,90,19

56,154,225,21
55,149,225,22
54,143,225,24
54,138,225,25
53,131,225,26
52,126,225,27
52,119,225,28
50,114,225,29
50,108,225,29
49,102,225,30
49,96,225,30
48,91,225,30
48,84,225,30
47,79,225,30
46,73,225,30
46,67,225,29
46,62,225,28
45,55,225,27
45,50,225,26
44,44,225,25
43,38,225,24
43,32,225,23
43,26,225,22
42,21,225,20
42,15,225,19

24,137,0,21
28,132,0,22
31,127,0,23
34,121,0,25
37,116,0,26
40,110,0,27
43,105,0,28
47,99,0,29
50,94,0,30
54,88,0,30
58,83,0,31
61,77,0,31
65,73,0,31
68,67,0,31
71,61,0,31
75,56,0,30
78,50,0,29
75,45,0,29
67,39,0,28
60,33,0,26
51,28,0,25
43,22,0,24
33,17,0,23
25,11,0,21

58,156,135,23
69,152,135,24
81,146,135,26
80,140,135,27
77,135,135,28
76,129,135,30
74,123,135,30
72,118,135,31
71,112,135,32
68,107,135,32
67,101,135,33
65,95,135,33
63,89,135,33
61,83,135,32
60,78,135,32
57,72,135,31
56,66,135,30
54,61,135,29
52,55,135,28
50,50,135,27
48,44,135,26
46,39,135,24
44,33,135,23
42,27,135,21
40,21,135,20
38,16,135,18
36,10,135,17

16,132,270,18
17,129,270,19
19,123,270,21
21,118,270,22
23,113,270,23
25,107,270,24
27,102,270,25
29,95,270,25
31,90,270,26
33,84,270,27
35,79,270,27
38,73,270,27
40,67,270,27
42,62,270,27
44,57,270,27
46,51,270,26
48,46,270,26
51,40,270,25
52,34,270,24
55,29,270,24
57,23,270,23
50,18,270,21
38,12,270,20

32,161,45,22
38,157,45,23
45,153,45,25
52,150,45,26
60,147,45,28
68,143,45,29
75,139,45,30
83,133,45,31
90,127,45,32
95,123,45,33
92,118,45,33
88,112,45,33
84,108,45,33
80,104,45,33
75,99,45,33
72,93,45,33
67,87,45,32
64,81,45,31
61,76,45,30
57,69,45,29
53,64,45,28
49,59,45,27
46,53,45,25
43,48,45,24
39,42,45,22
36,37,45,20
32,32,45,19
29,26,45,17
25,20,45,16
21,15,45,14

16,147,180,16
17,143,180,17
18,137,180,18
20,131,180,19
20,126,180,20
22,120,180,22
23,114,180,23
24,108,180,23
25,103,180,24
26,96,180,25
28,91,180,25
29,86,180,26
30,79,180,26
32,74,180,26
33,68,180,26
34,62,180,26
36,57,180,25
37,51,180,25
38,46,180,24
40,40,180,24
41,34,180,23
42,29,180,22
44,23,180,21
46,17,180,20
47,12,180,19

29,166,315,21
33,156,315,22
38,152,315,24
44,146,315,25
49,141,315,27
55,137,315,28
62,132,315,29
68,128,315,30
74,123,315,31
78,117,315,32
85,112,315,33
91,106,315,33
97,102,315,33
92,97,315,33
86,93,315,33
83,88,315,33
78,83,315,33
72,79,315,32
67,74,315,31
63,70,315,30
58,65,315,29
54,59,315,28
49,55,315,27
44,50,315,25
41,45,315,24
36,41,315,22
32,36,315,21
27,31,315,19
23,26,315,18
19,22,315,16
15,17,315,15
11,12,315,13

20,157,90,15
20,152,90,16
21,147,90,17
22,140,90,18
22,135,90,19
23,128,90,21
24,123,90,22
25,117,90,23
26,112,90,23
27,105,90,24
28,100,90,25
29,95,90,25
30,88,90,26
31,83,90,26
31,77,90,26
33,71,90,26
34,66,90,26
35,60,90,26
36,54,90,25
37,49,90,25
38,43,90,24
39,37,90,23
40,31,90,22
41,25,90,21
43,20,90,20
44,14,90,19

31,164,225,21
35,159,225,22
41,154,225,24
46,150,225,25
52,145,225,27
58,140,225,28
64,135,225,29
70,129,225,31
75,125,225,32
81,120,225,32
87,114,225,33
92,109,225,33
98,104,225,33
97,98,225,33
92,93,225,33
87,88,225,33
82,84,225,33
76,79,225,32
71,75,225,31
66,69,225,30
62,65,225,29
56,60,225,28
52,55,225,27
48,50,225,25
42,45,225,24
38,41,225,22
34,36,225,21
29,31,225,19
24,26,225,18
20,21,225,16
15,16,225,15
11,12,225,13

19,156,0,15
19,152,0,16
20,146,0,17
20,140,0,18
21,134,0,19
21,129,0,20
22,123,0,21
22,117,0,22
22,110,0,23
23,105,0,23
23,99,0,24
24,93,0,24
24,88,0,24
25,81,0,25
25,76,0,24
25,70,0,24
25,64,0,24
26,58,0,24
27,53,0,23
27,47,0,22
27,40,0,21
28,35,0,21
28,29,0,20
29,24,0,19
30,18,0,18
30,12,0,16

33,179,135,19
38,175,135,20
45,170,135,21
51,165,135,23
56,162,135,25
63,156,135,26
70,151,135,28
75,146,135,29
82,141,135,30
88,134,135,31
94,130,135,32
101,124,135,33
108,117,135,33
111,112,135,34
108,107,135,34
104,101,135,34
98,96,135,34
96,92,135,33
91,86,135,33
87,82,135,33
83,76,135,32
79,72,135,31
74,66,135,29
69,61,135,28
64,56,135,27
60,51,135,25
55,45,135,24
50,40,135,22
46,35,135,21
41,30,135,19
37,25,135,17
31,20,135,16
27,15,135,14

0,57,270,15
10,52,270,17
9,49,270,18
8,47,270,18
8,46,270,19
7,45,270,19
6,43,270,19
6,41,270,19
5,40,270,19
5,38,270,19
4,38,270,19
4,36,270,19
3,34,270,18
3,34,270,18
2,32,270,17
2,32,270,17
2,30,270,16
1,29,270,15
1,29,270,14
0,28,270,14
0,22,270,13
0,16,270,12
0,11,270,11

22,198,45,13
26,196,45,14
31,190,45,15
35,184,45,17
40,180,45,19
45,174,45,20
49,169,45,22
54,165,45,24
59,159,45,25
63,154,45,27
68,150,45,28
73,145,45,29
78,139,45,31
83,135,45,32
88,129,45,33
93,124,45,33
97,119,45,33
103,113,45,34
107,108,45,34
112,103,45,34
112,98,45,34
105,93,45,33
100,89,45,33
94,82,45,32
88,78,45,32
82,73,45,30
76,68,45,29
70,62,45,28
65,58,45,26
58,53,45,25
54,47,45,23
48,42,45,22
42,36,45,20
37,31,45,18
31,26,45,17
26,21,45,15
20,16,45,14
15,10,45,12

11,57,180,13
11,55,180,14
10,51,180,15
9,49,180,16
8,47,180,16
8,48,180,17
7,48,180,18
6,45,180,18
5,0,180,18

129,95,315,20
133,91,315,21
137,86,315,22
140,81,315,22
143,78,315,23
146,73,315,24
149,68,315,24
155,62,315,24
159,57,315,25
162,52,315,25
168,46,315,24
168,40,315,24
160,35,315,24
154,30,315,23
147,25,315,22
142,20,315,21
137,16,315,21
132,11,315,20

6,13,90,19

91,161,225,22
92,156,225,23
93,150,225,25
94,145,225,26
96,139,225,27
98,132,225,29
99,127,225,30
101,121,225,31
103,115,225,32
104,109,225,32
106,104,225,33
107,98,225,33
108,93,225,33
110,86,225,33
111,80,225,33
112,75,225,33
114,69,225,32
115,63,225,31
117,58,225,30
117,52,225,29
119,46,225,28
120,40,225,27
122,34,225,25
112,29,225,24
98,23,225,22
81,17,225,21
63,11,225,19

30,60,0,20
35,56,0,21
40,51,0,21
44,45,0,21
40,40,0,21
35,35,0,21
30,30,0,21
25,25,0,21
0,20,0,20
9,8,0,19

112,159,135,21
113,154,135,22
114,148,135,23
115,142,135,25
116,136,135,26
117,131,135,27
119,125,135,28
120,118,135,29
121,113,135,30
122,108,135,30
124,102,135,30
125,95,135,31
126,90,135,31
128,84,135,30
129,78,135,30
130,72,135,29
132,67,135,29
133,61,135,28
135,55,135,27
136,49,135,26
137,44,135,24
131,38,135,23
110,32,135,22
93,26,135,20
53,25,135,19
31,29,135,18
26,23,135,16
21,19,135,15
16,13,135,13

16,148,270,15
16,150,270,15
16,144,270,16
16,138,270,17
16,132,270,18
16,127,270,19
16,121,270,20
16,115,270,21
17,108,270,21
17,103,270,22
16,97,270,22
17,91,270,23
17,86,270,23
17,79,270,23
18,74,270,23
18,68,270,22
19,62,270,22
19,56,270,22
19,51,270,21
20,45,270,20
20,39,270,19
20,33,270,19
21,27,270,18
21,22,270,17
22,16,270,16
22,10,270,15

25,184,45,17
30,179,45,18
35,174,45,20
40,170,45,21
46,165,45,23
51,161,45,25
57,156,45,26
62,150,45,28
67,147,45,29
74,142,45,30
79,136,45,31
84,131,45,32
90,127,45,33
96,121,45,33
101,117,45,34
108,113,45,34
106,107,45,34
100,103,45,34
95,99,45,33
90,93,45,33
85,89,45,33
80,82,45,32
76,77,45,31
71,71,45,30
66,66,45,28
61,61,45,27
57,56,45,25
52,51,45,24
46,44,45,22
